id_venda,data,ano,mês,dia,id_cliente,customer_segment,regiao,estado,produto_categoria,produto_nome,canal_venda,quantidade,preco_unitario,pct_desconto,gross_revenue,discount_value,net_revenue,cost,profit,margin_pct,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
5420,2022-06-13 00:00:00,2022,Junho,13,1911,Pequenas Empresas,Nordeste,CE,Eletrônicos,Teclado Mecânico,E-commerce,6,"R$ 721,55",10%,"R$ 4.329,30","R$ 423,68","R$ 3.905,62","R$ 2.258,77","R$ 1.646,85","42,17",,,,,,,
5421,2022-06-25 00:00:00,2022,Junho,25,2070,Corporativo,Sul,PR,Eletrônicos,Cadeira Gamer,E-commerce,5,"R$ 828,51",11%,"R$ 4.142,53","R$ 452,11","R$ 3.690,42","R$ 2.498,63","R$ 1.191,78","32,29",,,,,,,
5422,2022-08-21 00:00:00,2022,Agosto,21,2164,Pequenas Empresas,Nordeste,PE,Eletrônicos,Headset Gamer,E-commerce,6,"R$ 639,10",8%,"R$ 3.834,59","R$ 306,89","R$ 3.527,70","R$ 2.107,19","R$ 1.420,51","40,27",,,,,,,
5423,2022-07-08 00:00:00,2022,Julho,8,4479,Corporativo,Nordeste,BA,Móveis,Mesa Gamer,E-commerce,4,"R$ 736,75",6%,"R$ 2.946,98","R$ 177,63","R$ 2.769,36","R$ 1.776,42","R$ 992,94","35,85",,,,,,,
5424,2022-11-14 00:00:00,2022,Novembro,14,4160,Corporativo,Sudeste,SP,Eletrônicos,Cadeira Gamer,Loja Física,15,"R$ 821,71",13%,"R$ 12.325,67","R$ 1.644,70","R$ 10.680,97","R$ 6.286,35","R$ 4.394,62","41,14",,,,,,,
5425,2022-05-03 00:00:00,2022,Maio,3,2352,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Mouse Gamer,Loja Física,5,"R$ 672,33",6%,"R$ 3.361,66","R$ 218,20","R$ 3.143,46","R$ 1.490,78","R$ 1.652,68","52,58",,,,,,,
5426,2022-02-25 00:00:00,2022,Fevereiro,25,3080,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,Loja Física,7,"R$ 711,72",9%,"R$ 4.982,04","R$ 434,86","R$ 4.547,19","R$ 2.795,96","R$ 1.751,22","38,51",,,,,,,
5427,2022-10-17 00:00:00,2022,Outubro,17,4181,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Monitor Ultrawide,Loja Física,9,"R$ 728,94",7%,"R$ 6.560,46","R$ 481,39","R$ 6.079,08","R$ 3.885,68","R$ 2.193,40","36,08",,,,,,,
5428,2022-04-16 00:00:00,2022,Abril,16,4045,Consumidor Final,Nordeste,PE,Eletrônicos,Teclado Mecânico,Loja Física,4,"R$ 831,17",6%,"R$ 3.324,69","R$ 185,27","R$ 3.139,42","R$ 1.666,75","R$ 1.472,68","46,91",,,,,,,
5429,2022-01-28 00:00:00,2022,Janeiro,28,3687,Consumidor Final,Sul,RS,Móveis,Mesa Gamer,E-commerce,2,"R$ 644,87",7%,"R$ 1.289,75","R$ 87,73","R$ 1.202,01","R$ 781,11","R$ 420,90","35,02",,,,,,,
5430,2022-10-31 00:00:00,2022,Outubro,31,1573,Corporativo,Sul,SC,Móveis,Mesa Gamer,E-commerce,10,"R$ 675,93",9%,"R$ 6.759,27","R$ 608,08","R$ 6.151,19","R$ 4.458,44","R$ 1.692,74","27,52",,,,,,,
5431,2022-11-11 00:00:00,2022,Novembro,11,3375,Pequenas Empresas,Nordeste,CE,Eletrônicos,Mouse Gamer,Loja Física,12,"R$ 767,69",10%,"R$ 9.212,24","R$ 946,62","R$ 8.265,61","R$ 4.624,28","R$ 3.641,34","44,05",,,,,,,
5432,2022-06-13 00:00:00,2022,Junho,13,3089,Corporativo,Centro-Oeste,GO,Eletrônicos,Mouse Gamer,Loja Física,9,"R$ 735,86",9%,"R$ 6.622,76","R$ 564,14","R$ 6.058,62","R$ 3.149,45","R$ 2.909,17","48,02",,,,,,,
5433,2022-05-30 00:00:00,2022,Maio,30,1316,Corporativo,Sudeste,MG,Eletrônicos,Monitor Ultrawide,Loja Física,9,"R$ 645,59",12%,"R$ 5.810,32","R$ 708,37","R$ 5.101,95","R$ 3.130,75","R$ 1.971,20","38,64",,,,,,,
5434,2022-08-05 00:00:00,2022,Agosto,5,2270,Corporativo,Sudeste,SP,Eletrônicos,Cadeira Gamer,E-commerce,7,"R$ 774,68",10%,"R$ 5.422,78","R$ 522,77","R$ 4.900,01","R$ 3.315,54","R$ 1.584,47","32,34",,,,,,,
5435,2022-10-10 00:00:00,2022,Outubro,10,1929,Corporativo,Centro-Oeste,GO,Eletrônicos,Teclado Mecânico,Loja Física,7,"R$ 673,55",10%,"R$ 4.714,82","R$ 451,79","R$ 4.263,03","R$ 2.447,93","R$ 1.815,10","42,58",,,,,,,
5436,2022-05-13 00:00:00,2022,Maio,13,4179,Corporativo,Sul,PR,Eletrônicos,Headset Gamer,E-commerce,11,"R$ 559,58",9%,"R$ 6.155,33","R$ 527,07","R$ 5.628,26","R$ 3.396,38","R$ 2.231,88","39,65",,,,,,,
5437,2022-02-01 00:00:00,2022,Fevereiro,1,4224,Corporativo,Nordeste,BA,Eletrônicos,Cadeira Gamer,E-commerce,9,"R$ 660,36",8%,"R$ 5.943,20","R$ 493,36","R$ 5.449,84","R$ 3.411,47","R$ 2.038,37","37,40",,,,,,,
5438,2022-05-03 00:00:00,2022,Maio,3,3648,Consumidor Final,Nordeste,BA,Eletrônicos,Teclado Mecânico,E-commerce,3,"R$ 741,61",3%,"R$ 2.224,83","R$ 63,03","R$ 2.161,80","R$ 1.340,93","R$ 820,86","37,97",,,,,,,
5439,2022-08-19 00:00:00,2022,Agosto,19,1591,Pequenas Empresas,Sul,SC,Eletrônicos,Teclado Mecânico,E-commerce,4,"R$ 782,24",7%,"R$ 3.128,96","R$ 214,42","R$ 2.914,54","R$ 1.565,35","R$ 1.349,19","46,29",,,,,,,
5440,2022-10-06 00:00:00,2022,Outubro,6,1701,Pequenas Empresas,Sul,RS,Eletrônicos,Cadeira Gamer,Loja Física,8,"R$ 713,54",7%,"R$ 5.708,30","R$ 384,55","R$ 5.323,75","R$ 3.754,46","R$ 1.569,28","29,48",,,,,,,
5441,2022-05-31 00:00:00,2022,Maio,31,4807,Consumidor Final,Sul,PR,Eletrônicos,Teclado Mecânico,E-commerce,2,"R$ 729,98",4%,"R$ 1.459,96","R$ 58,36","R$ 1.401,60","R$ 870,15","R$ 531,44","37,92",,,,,,,
5442,2022-11-29 00:00:00,2022,Novembro,29,2132,Pequenas Empresas,Sudeste,RJ,Móveis,Mesa Gamer,Loja Física,4,"R$ 720,85",9%,"R$ 2.883,41","R$ 267,70","R$ 2.615,71","R$ 1.700,70","R$ 915,01","34,98",,,,,,,
5443,2022-01-14 00:00:00,2022,Janeiro,14,4965,Corporativo,Nordeste,CE,Eletrônicos,Microfone Condensador,Loja Física,7,"R$ 867,32",9%,"R$ 6.071,24","R$ 520,70","R$ 5.550,54","R$ 3.016,60","R$ 2.533,94","45,65",,,,,,,
5444,2022-11-27 00:00:00,2022,Novembro,27,2116,Consumidor Final,Sudeste,SP,Eletrônicos,Teclado Mecânico,E-commerce,4,"R$ 767,04",9%,"R$ 3.068,17","R$ 263,90","R$ 2.804,26","R$ 1.608,24","R$ 1.196,02","42,65",,,,,,,
5445,2022-10-23 00:00:00,2022,Outubro,23,3465,Pequenas Empresas,Sudeste,SP,Eletrônicos,Mouse Gamer,E-commerce,9,"R$ 789,88",5%,"R$ 7.108,89","R$ 340,51","R$ 6.768,37","R$ 3.565,30","R$ 3.203,07","47,32",,,,,,,
5446,2022-07-21 00:00:00,2022,Julho,21,1116,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Cadeira Gamer,E-commerce,2,"R$ 726,14",9%,"R$ 1.452,27","R$ 127,18","R$ 1.325,10","R$ 870,40","R$ 454,70","34,31",,,,,,,
5447,2022-03-06 00:00:00,2022,Março,6,4031,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Headset Gamer,E-commerce,3,"R$ 669,34",9%,"R$ 2.008,02","R$ 170,93","R$ 1.837,09","R$ 1.038,65","R$ 798,44","43,46",,,,,,,
5448,2022-06-28 00:00:00,2022,Junho,28,1161,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Teclado Mecânico,E-commerce,3,"R$ 730,64",7%,"R$ 2.191,93","R$ 156,85","R$ 2.035,08","R$ 1.212,67","R$ 822,41","40,41",,,,,,,
5449,2022-01-01 00:00:00,2022,Janeiro,1,2788,Pequenas Empresas,Sudeste,MG,Eletrônicos,Teclado Mecânico,Loja Física,5,"R$ 752,83",11%,"R$ 3.764,17","R$ 406,38","R$ 3.357,79","R$ 2.027,77","R$ 1.330,03","39,61",,,,,,,
5450,2022-11-29 00:00:00,2022,Novembro,29,4558,Consumidor Final,Sul,SC,Eletrônicos,Headset Gamer,E-commerce,4,"R$ 586,72",6%,"R$ 2.346,89","R$ 137,85","R$ 2.209,04","R$ 1.032,23","R$ 1.176,81","53,27",,,,,,,
5451,2022-07-13 00:00:00,2022,Julho,13,1638,Corporativo,Sul,PR,Eletrônicos,Headset Gamer,Loja Física,11,"R$ 663,94",8%,"R$ 7.303,29","R$ 605,91","R$ 6.697,38","R$ 3.581,92","R$ 3.115,46","46,52",,,,,,,
5452,2022-02-04 00:00:00,2022,Fevereiro,4,4894,Consumidor Final,Sudeste,SP,Eletrônicos,Webcam 4K,E-commerce,3,"R$ 836,77",6%,"R$ 2.510,30","R$ 148,84","R$ 2.361,46","R$ 1.336,73","R$ 1.024,73","43,39",,,,,,,
5453,2022-12-21 00:00:00,2022,Dezembro,21,3002,Corporativo,Centro-Oeste,GO,Eletrônicos,Headset Gamer,E-commerce,16,"R$ 535,59",12%,"R$ 8.569,39","R$ 1.049,97","R$ 7.519,41","R$ 4.113,59","R$ 3.405,82","45,29",,,,,,,
5454,2022-11-30 00:00:00,2022,Novembro,30,2592,Consumidor Final,Sudeste,RJ,Móveis,Mesa Gamer,E-commerce,3,"R$ 687,60",9%,"R$ 2.062,79","R$ 189,99","R$ 1.872,79","R$ 1.261,18","R$ 611,61","32,66",,,,,,,
5455,2022-04-11 00:00:00,2022,Abril,11,1703,Pequenas Empresas,Centro-Oeste,GO,Móveis,Mesa Gamer,E-commerce,5,"R$ 673,84",4%,"R$ 3.369,18","R$ 150,60","R$ 3.218,58","R$ 2.186,73","R$ 1.031,86","32,06",,,,,,,
5456,2022-08-20 00:00:00,2022,Agosto,20,1731,Corporativo,Centro-Oeste,GO,Eletrônicos,Webcam 4K,E-commerce,9,"R$ 718,48",8%,"R$ 6.466,28","R$ 520,20","R$ 5.946,08","R$ 3.565,95","R$ 2.380,13","40,03",,,,,,,
5457,2022-01-23 00:00:00,2022,Janeiro,23,4883,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Microfone Condensador,E-commerce,7,"R$ 789,18",8%,"R$ 5.524,26","R$ 418,02","R$ 5.106,24","R$ 3.090,89","R$ 2.015,35","39,47",,,,,,,
5458,2022-07-01 00:00:00,2022,Julho,1,2241,Consumidor Final,Sudeste,RJ,Eletrônicos,Monitor Ultrawide,E-commerce,2,"R$ 700,83",6%,"R$ 1.401,67","R$ 82,61","R$ 1.319,06","R$ 864,62","R$ 454,43","34,45",,,,,,,
5459,2022-12-18 00:00:00,2022,Dezembro,18,4127,Corporativo,Nordeste,CE,Eletrônicos,Monitor Ultrawide,Loja Física,6,"R$ 635,81",13%,"R$ 3.814,87","R$ 502,69","R$ 3.312,18","R$ 2.036,75","R$ 1.275,43","38,51",,,,,,,
5460,2022-03-10 00:00:00,2022,Março,10,4258,Pequenas Empresas,Sul,PR,Eletrônicos,Monitor Ultrawide,Loja Física,5,"R$ 709,18",7%,"R$ 3.545,91","R$ 256,50","R$ 3.289,41","R$ 2.065,72","R$ 1.223,69","37,20",,,,,,,
5461,2022-11-29 00:00:00,2022,Novembro,29,3706,Corporativo,Sul,PR,Eletrônicos,Teclado Mecânico,Loja Física,16,"R$ 754,81",9%,"R$ 12.076,93","R$ 1.143,64","R$ 10.933,29","R$ 5.937,62","R$ 4.995,66","45,69",,,,,,,
5462,2022-05-08 00:00:00,2022,Maio,8,4259,Pequenas Empresas,Sudeste,MG,Eletrônicos,Monitor Ultrawide,E-commerce,5,"R$ 755,55",8%,"R$ 3.777,76","R$ 308,53","R$ 3.469,24","R$ 2.025,90","R$ 1.443,34","41,60",,,,,,,
5463,2022-03-07 00:00:00,2022,Março,7,4700,Corporativo,Nordeste,CE,Eletrônicos,Teclado Mecânico,E-commerce,11,"R$ 688,60",12%,"R$ 7.574,55","R$ 918,39","R$ 6.656,16","R$ 3.624,55","R$ 3.031,61","45,55",,,,,,,
5464,2022-11-22 00:00:00,2022,Novembro,22,2140,Pequenas Empresas,Sudeste,MG,Eletrônicos,Headset Gamer,E-commerce,9,"R$ 543,84",11%,"R$ 4.894,57","R$ 524,75","R$ 4.369,82","R$ 2.255,73","R$ 2.114,09","48,38",,,,,,,
5465,2022-05-10 00:00:00,2022,Maio,10,1332,Corporativo,Sudeste,SP,Eletrônicos,Microfone Condensador,Loja Física,5,"R$ 742,91",12%,"R$ 3.714,56","R$ 432,17","R$ 3.282,39","R$ 1.969,16","R$ 1.313,24","40,01",,,,,,,
5466,2022-09-02 00:00:00,2022,Setembro,2,3114,Pequenas Empresas,Nordeste,BA,Eletrônicos,Headset Gamer,E-commerce,5,"R$ 601,38",9%,"R$ 3.006,91","R$ 255,73","R$ 2.751,17","R$ 1.463,27","R$ 1.287,90","46,81",,,,,,,
5467,2022-06-18 00:00:00,2022,Junho,18,1403,Corporativo,Sudeste,MG,Eletrônicos,Teclado Mecânico,E-commerce,12,"R$ 758,83",8%,"R$ 9.105,91","R$ 746,48","R$ 8.359,43","R$ 5.248,61","R$ 3.110,82","37,21",,,,,,,
5468,2022-12-04 00:00:00,2022,Dezembro,4,2214,Consumidor Final,Sudeste,MG,Móveis,Mesa Gamer,E-commerce,4,"R$ 726,38",5%,"R$ 2.905,53","R$ 143,96","R$ 2.761,57","R$ 1.744,72","R$ 1.016,85","36,82",,,,,,,
5469,2022-10-03 00:00:00,2022,Outubro,3,2032,Corporativo,Centro-Oeste,GO,Eletrônicos,Monitor Ultrawide,Loja Física,12,"R$ 642,48",9%,"R$ 7.709,75","R$ 687,71","R$ 7.022,04","R$ 4.194,91","R$ 2.827,13","40,26",,,,,,,
5470,2022-06-23 00:00:00,2022,Junho,23,3519,Corporativo,Sudeste,MG,Eletrônicos,Microfone Condensador,Loja Física,9,"R$ 848,69",11%,"R$ 7.638,20","R$ 861,15","R$ 6.777,05","R$ 3.912,13","R$ 2.864,92","42,27",,,,,,,
5471,2022-10-24 00:00:00,2022,Outubro,24,3203,Corporativo,Sul,SC,Eletrônicos,Headset Gamer,Loja Física,13,"R$ 603,28",11%,"R$ 7.842,67","R$ 825,90","R$ 7.016,78","R$ 4.284,95","R$ 2.731,82","38,93",,,,,,,
5472,2022-04-21 00:00:00,2022,Abril,21,4050,Corporativo,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,E-commerce,13,"R$ 823,60",12%,"R$ 10.706,82","R$ 1.277,52","R$ 9.429,31","R$ 5.256,14","R$ 4.173,17","44,26",,,,,,,
5473,2022-01-21 00:00:00,2022,Janeiro,21,1302,Corporativo,Centro-Oeste,GO,Eletrônicos,Teclado Mecânico,E-commerce,14,"R$ 682,00",13%,"R$ 9.548,03","R$ 1.244,61","R$ 8.303,42","R$ 4.932,19","R$ 3.371,23","40,60",,,,,,,
5474,2022-11-22 00:00:00,2022,Novembro,22,4666,Consumidor Final,Sul,PR,Eletrônicos,Monitor Ultrawide,E-commerce,3,"R$ 672,78",6%,"R$ 2.018,34","R$ 131,04","R$ 1.887,30","R$ 1.127,77","R$ 759,53","40,24",,,,,,,
5475,2022-03-19 00:00:00,2022,Março,19,3346,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Headset Gamer,E-commerce,2,"R$ 653,88",5%,"R$ 1.307,76","R$ 61,14","R$ 1.246,61","R$ 666,43","R$ 580,18","46,54",,,,,,,
5476,2022-06-15 00:00:00,2022,Junho,15,4402,Corporativo,Sudeste,MG,Eletrônicos,Microfone Condensador,Loja Física,9,"R$ 892,45",10%,"R$ 8.032,01","R$ 811,32","R$ 7.220,70","R$ 4.030,10","R$ 3.190,59","44,19",,,,,,,
5477,2022-11-03 00:00:00,2022,Novembro,3,4290,Consumidor Final,Nordeste,BA,Eletrônicos,Cadeira Gamer,E-commerce,2,"R$ 783,34",9%,"R$ 1.566,67","R$ 136,59","R$ 1.430,08","R$ 932,09","R$ 497,99","34,82",,,,,,,
5478,2022-04-11 00:00:00,2022,Abril,11,1952,Corporativo,Sudeste,SP,Eletrônicos,Monitor Ultrawide,Loja Física,4,"R$ 705,54",8%,"R$ 2.822,16","R$ 235,76","R$ 2.586,40","R$ 1.625,56","R$ 960,84","37,15",,,,,,,
5479,2022-10-17 00:00:00,2022,Outubro,17,4734,Corporativo,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,E-commerce,11,"R$ 842,21",13%,"R$ 9.264,31","R$ 1.221,59","R$ 8.042,72","R$ 4.072,74","R$ 3.969,98","49,36",,,,,,,
5480,2022-09-06 00:00:00,2022,Setembro,6,2135,Consumidor Final,Sul,RS,Móveis,Mesa Gamer,Loja Física,5,"R$ 662,20",4%,"R$ 3.311,00","R$ 122,45","R$ 3.188,55","R$ 2.180,42","R$ 1.008,13","31,62",,,,,,,
5481,2022-11-20 00:00:00,2022,Novembro,20,2991,Pequenas Empresas,Nordeste,CE,Eletrônicos,Mouse Gamer,E-commerce,6,"R$ 839,13",8%,"R$ 5.034,76","R$ 420,01","R$ 4.614,74","R$ 2.462,45","R$ 2.152,30","46,64",,,,,,,
5482,2022-10-02 00:00:00,2022,Outubro,2,1170,Corporativo,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,E-commerce,15,"R$ 852,06",13%,"R$ 12.780,85","R$ 1.648,40","R$ 11.132,45","R$ 6.530,07","R$ 4.602,38","41,34",,,,,,,
5483,2022-09-24 00:00:00,2022,Setembro,24,1393,Corporativo,Sudeste,SP,Móveis,Mesa Gamer,Loja Física,5,"R$ 603,40",9%,"R$ 3.017,01","R$ 279,73","R$ 2.737,28","R$ 1.912,09","R$ 825,18","30,15",,,,,,,
5484,2022-09-05 00:00:00,2022,Setembro,5,3665,Corporativo,Sudeste,SP,Eletrônicos,Monitor Ultrawide,Loja Física,4,"R$ 651,98",11%,"R$ 2.607,93","R$ 299,01","R$ 2.308,93","R$ 1.287,06","R$ 1.021,86","44,26",,,,,,,
5485,2022-09-20 00:00:00,2022,Setembro,20,1185,Consumidor Final,Sudeste,SP,Eletrônicos,Headset Gamer,E-commerce,1,"R$ 578,32",4%,"R$ 578,32","R$ 21,08","R$ 557,24","R$ 311,61","R$ 245,62","44,08",,,,,,,
5486,2022-01-20 00:00:00,2022,Janeiro,20,3997,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Webcam 4K,E-commerce,5,"R$ 846,49",5%,"R$ 4.232,44","R$ 226,24","R$ 4.006,19","R$ 2.454,24","R$ 1.551,96","38,74",,,,,,,
5487,2022-08-10 00:00:00,2022,Agosto,10,3566,Corporativo,Sudeste,RJ,Móveis,Mesa Gamer,Loja Física,12,"R$ 608,81",9%,"R$ 7.305,72","R$ 670,28","R$ 6.635,44","R$ 4.626,95","R$ 2.008,49","30,27",,,,,,,
5488,2022-04-23 00:00:00,2022,Abril,23,3131,Corporativo,Sudeste,SP,Eletrônicos,Teclado Mecânico,E-commerce,10,"R$ 668,15",10%,"R$ 6.681,47","R$ 635,35","R$ 6.046,13","R$ 3.592,67","R$ 2.453,46","40,58",,,,,,,
5489,2022-08-13 00:00:00,2022,Agosto,13,4579,Corporativo,Sudeste,SP,Eletrônicos,Teclado Mecânico,Loja Física,7,"R$ 678,43",5%,"R$ 4.749,03","R$ 230,82","R$ 4.518,21","R$ 2.818,35","R$ 1.699,86","37,62",,,,,,,
5490,2022-05-03 00:00:00,2022,Maio,3,1728,Corporativo,Sudeste,MG,Eletrônicos,Cadeira Gamer,E-commerce,11,"R$ 805,12",9%,"R$ 8.856,32","R$ 765,12","R$ 8.091,20","R$ 4.615,27","R$ 3.475,93","42,96",,,,,,,
5491,2022-02-14 00:00:00,2022,Fevereiro,14,3841,Corporativo,Sudeste,RJ,Eletrônicos,Mouse Gamer,Loja Física,13,"R$ 682,90",7%,"R$ 8.877,64","R$ 626,38","R$ 8.251,26","R$ 4.368,21","R$ 3.883,05","47,06",,,,,,,
5492,2022-04-11 00:00:00,2022,Abril,11,2396,Corporativo,Sudeste,MG,Eletrônicos,Webcam 4K,E-commerce,17,"R$ 805,57",12%,"R$ 13.694,67","R$ 1.677,87","R$ 12.016,79","R$ 7.409,52","R$ 4.607,27","38,34",,,,,,,
5493,2022-08-07 00:00:00,2022,Agosto,7,2665,Consumidor Final,Sul,SC,Eletrônicos,Cadeira Gamer,E-commerce,3,"R$ 811,38",9%,"R$ 2.434,15","R$ 222,91","R$ 2.211,24","R$ 1.399,05","R$ 812,19","36,73",,,,,,,
5494,2022-09-17 00:00:00,2022,Setembro,17,2518,Corporativo,Nordeste,CE,Eletrônicos,Headset Gamer,E-commerce,12,"R$ 670,07",10%,"R$ 8.040,90","R$ 767,14","R$ 7.273,75","R$ 3.751,12","R$ 3.522,63","48,43",,,,,,,
5495,2022-12-06 00:00:00,2022,Dezembro,6,4739,Consumidor Final,Nordeste,BA,Eletrônicos,Monitor Ultrawide,E-commerce,3,"R$ 742,89",8%,"R$ 2.228,66","R$ 178,69","R$ 2.049,97","R$ 1.162,29","R$ 887,68","43,30",,,,,,,
5496,2022-11-05 00:00:00,2022,Novembro,5,3625,Corporativo,Sudeste,RJ,Móveis,Mesa Gamer,Loja Física,11,"R$ 739,54",13%,"R$ 8.134,90","R$ 1.026,27","R$ 7.108,63","R$ 4.334,68","R$ 2.773,95","39,02",,,,,,,
5497,2022-12-23 00:00:00,2022,Dezembro,23,2176,Consumidor Final,Sul,PR,Eletrônicos,Teclado Mecânico,E-commerce,2,"R$ 740,83",2%,"R$ 1.481,67","R$ 32,28","R$ 1.449,39","R$ 804,76","R$ 644,63","44,48",,,,,,,
5498,2022-05-26 00:00:00,2022,Maio,26,3851,Pequenas Empresas,Sul,RS,Móveis,Mesa Gamer,Loja Física,3,"R$ 605,66",10%,"R$ 1.816,99","R$ 184,03","R$ 1.632,96","R$ 1.023,68","R$ 609,28","37,31",,,,,,,
5499,2022-01-12 00:00:00,2022,Janeiro,12,3991,Corporativo,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,E-commerce,10,"R$ 741,67",10%,"R$ 7.416,75","R$ 778,35","R$ 6.638,39","R$ 3.923,49","R$ 2.714,90","40,90",,,,,,,
5500,2022-01-21 00:00:00,2022,Janeiro,21,1905,Corporativo,Sudeste,SP,Móveis,Mesa Gamer,E-commerce,8,"R$ 716,97",11%,"R$ 5.735,76","R$ 652,74","R$ 5.083,02","R$ 3.381,73","R$ 1.701,29","33,47",,,,,,,
5501,2022-04-02 00:00:00,2022,Abril,2,4475,Corporativo,Nordeste,CE,Eletrônicos,Cadeira Gamer,Loja Física,4,"R$ 796,47",6%,"R$ 3.185,86","R$ 176,58","R$ 3.009,28","R$ 1.958,35","R$ 1.050,93","34,92",,,,,,,
5502,2022-09-22 00:00:00,2022,Setembro,22,2736,Corporativo,Sudeste,SP,Eletrônicos,Teclado Mecânico,E-commerce,11,"R$ 709,59",7%,"R$ 7.805,45","R$ 578,37","R$ 7.227,08","R$ 4.259,73","R$ 2.967,36","41,06",,,,,,,
5503,2022-08-05 00:00:00,2022,Agosto,5,2129,Corporativo,Sudeste,SP,Eletrônicos,Cadeira Gamer,Loja Física,8,"R$ 751,59",10%,"R$ 6.012,71","R$ 595,77","R$ 5.416,93","R$ 3.585,74","R$ 1.831,20","33,81",,,,,,,
5504,2022-03-20 00:00:00,2022,Março,20,1211,Pequenas Empresas,Sul,SC,Eletrônicos,Mouse Gamer,Loja Física,5,"R$ 814,32",8%,"R$ 4.071,59","R$ 328,41","R$ 3.743,18","R$ 2.125,72","R$ 1.617,45","43,21",,,,,,,
5505,2022-11-08 00:00:00,2022,Novembro,8,3940,Consumidor Final,Sudeste,MG,Eletrônicos,Cadeira Gamer,E-commerce,3,"R$ 768,68",6%,"R$ 2.306,05","R$ 134,10","R$ 2.171,95","R$ 1.352,69","R$ 819,26","37,72",,,,,,,
5506,2022-09-11 00:00:00,2022,Setembro,11,4325,Corporativo,Sudeste,SP,Eletrônicos,Cadeira Gamer,E-commerce,6,"R$ 708,99",12%,"R$ 4.253,94","R$ 500,98","R$ 3.752,96","R$ 2.394,19","R$ 1.358,77","36,21",,,,,,,
5507,2022-05-10 00:00:00,2022,Maio,10,1898,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Monitor Ultrawide,Loja Física,6,"R$ 784,45",5%,"R$ 4.706,73","R$ 227,41","R$ 4.479,32","R$ 2.616,40","R$ 1.862,92","41,59",,,,,,,
5508,2022-11-30 00:00:00,2022,Novembro,30,3948,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Headset Gamer,E-commerce,6,"R$ 552,51",8%,"R$ 3.315,04","R$ 279,23","R$ 3.035,81","R$ 1.765,08","R$ 1.270,73","41,86",,,,,,,
5509,2022-01-10 00:00:00,2022,Janeiro,10,3313,Pequenas Empresas,Sul,RS,Eletrônicos,Teclado Mecânico,Loja Física,5,"R$ 792,37",8%,"R$ 3.961,85","R$ 311,94","R$ 3.649,91","R$ 2.045,27","R$ 1.604,64","43,96",,,,,,,
5510,2022-10-17 00:00:00,2022,Outubro,17,4746,Pequenas Empresas,Nordeste,PE,Eletrônicos,Webcam 4K,E-commerce,7,"R$ 854,66",6%,"R$ 5.982,60","R$ 366,55","R$ 5.616,05","R$ 3.199,96","R$ 2.416,10","43,02",,,,,,,
5511,2022-06-25 00:00:00,2022,Junho,25,4595,Corporativo,Sul,PR,Eletrônicos,Cadeira Gamer,Loja Física,5,"R$ 795,96",9%,"R$ 3.979,81","R$ 338,74","R$ 3.641,07","R$ 2.295,93","R$ 1.345,14","36,94",,,,,,,
5512,2022-12-24 00:00:00,2022,Dezembro,24,3984,Corporativo,Centro-Oeste,GO,Eletrônicos,Headset Gamer,Loja Física,17,"R$ 607,84",10%,"R$ 10.333,22","R$ 1.050,59","R$ 9.282,63","R$ 5.013,19","R$ 4.269,44","45,99",,,,,,,
5513,2022-06-10 00:00:00,2022,Junho,10,4406,Pequenas Empresas,Nordeste,PE,Eletrônicos,Microfone Condensador,Loja Física,3,"R$ 725,76",8%,"R$ 2.177,29","R$ 165,82","R$ 2.011,47","R$ 1.278,66","R$ 732,81","36,43",,,,,,,
5514,2022-06-04 00:00:00,2022,Junho,4,3884,Pequenas Empresas,Nordeste,CE,Eletrônicos,Mouse Gamer,Loja Física,9,"R$ 808,61",7%,"R$ 7.277,46","R$ 527,88","R$ 6.749,58","R$ 4.157,06","R$ 2.592,52","38,41",,,,,,,
5515,2022-08-25 00:00:00,2022,Agosto,25,1735,Corporativo,Sudeste,MG,Eletrônicos,Microfone Condensador,E-commerce,12,"R$ 822,04",12%,"R$ 9.864,44","R$ 1.141,14","R$ 8.723,30","R$ 4.701,85","R$ 4.021,45","46,10",,,,,,,
5516,2022-10-05 00:00:00,2022,Outubro,5,2846,Consumidor Final,Centro-Oeste,GO,Móveis,Mesa Gamer,E-commerce,1,"R$ 741,72",4%,"R$ 741,72","R$ 27,01","R$ 714,70","R$ 443,87","R$ 270,83","37,89",,,,,,,
